Internal ID,Item Name,Display Name,UPC Code,Bin Number,Bin OnHand,Bin Available,Bin Location,Item Status,Average Cost,Average Cost Per Bin,Subsidiary
32478,WPDS08023,FIREFLY DESTINATION 6 OZ. TIN ALASKA SPRUCE AND FIRE WEED,614253979060,B70-A-032,42,42,MC-PW,CURRENT,2.82380952,118.60,PW
32482,WPDS08024,FIREFLY DESTINATION 6 OZ. TIN COLORADO ASPEN SANDALWOOD,614253979077,B70-A-030,108,108,MC-PW,CURRENT,3.03745763,328.045,PW
32496,WPDS08026,FIREFLY DESTINATION 6 OZ. TIN MAIN STREET OAKMOSS SANDALWOOD,614253979091,B60-A-013,140,140,MC-PW,CURRENT,3.01784884,422.499,PW
32492,WPDS08027,FIREFLY DESTINATION 6 OZ. TIN IOWA HOLLYHOCK,614253979619,B60-A-007,92,92,MC-PW,CURRENT,2.92206522,268.83,PW
32507,WPDS08029,FIREFLY DESTINATION 6 OZ. TIN NEBRASKA COTTONWOOD TREE,614253979633,B60-A-014,122,122,MC-PW,CURRENT,2.94614907,359.43,PW
32490,WPDS08033,FIREFLY DESTINATION 6 OZ. TIN ILLINOIS VETIVER AND VIOLET,614253979671,B70-A-033,27,27,MC-PW,CURRENT,2.99740741,80.93,PW
32479,WPDS08035,FIREFLY DESTINATION 6 OZ. TIN ARIZONA CACTUS BLOSSOM,614253979695,B60-A-043,23,23,MC-PW,CURRENT,3.02391304,69.55,PW
32489,WPDS08039,FIREFLY DESTINATION 6 OZ. TIN IDAHO PEONY AND PINE,614253980592,B60-A-003,95,95,MC-PW,CURRENT,2.93773196,279.085,PW
32498,WPDS08041,FIREFLY DESTINATION 6 OZ. TIN MARYLAND BLACK EYED SUSAN,614253980615,B60-A-048,32,32,MC-PW,CURRENT,3.10302326,99.297,PW
32509,WPDS08046,FIREFLY DESTINATION 6 OZ. TIN NEW HAMPSHIRE APPLE CIDER,614253980660,B60-A-019,88,88,MC-PW,CURRENT,2.96738636,261.13,PW
32514,WPDS08048,FIREFLY DESTINATION 6 OZ. TIN NORTH DAKOTA CHOKECHERRY JAM,614253980684,B70-A-051,32,32,MC-PW,CURRENT,3.16206897,101.186,PW
32517,WPDS08049,FIREFLY DESTINATION 6 OZ. TIN OREGON BRANDY PEAR,614253980691,B60-A-021,15,15,MC-PW,CURRENT,2.96555556,44.483,PW
32533,WPDS08056,FIREFLY DESTINATION 6 OZ. TIN WISCONSIN WOOD VIOLET,792834802768,B60-A-001,92,92,MC-PW,CURRENT,2.92793478,269.37,PW
34004,WPDS08060,FIREFLY CUSTOM 6 OZ. TIN CHICAGO SANTO NOIR,,B60-A-020,41,41,MC-PW,CURRENT,1.90,77.90,PW
34006,WPDS08061,FIREFLY CUSTOM 6 OZ. TIN AUBURN CORNER LEMONADE,,B60-A-020,56,56,MC-PW,CURRENT,1.90,106.40,PW
34007,WPDS08062,FIREFLY CUSTOM 6 OZ. TIN ATLANTA SANTAL,,B70-A-041,113,113,MC-PW,CURRENT,3.14743363,355.66,PW
34268,WPDS08063,FIREFLY CUSTOM 6 OZ. TIN MURFREESBORO CYPRESS SEA AIR,614253979053,B50-A-039,55,55,MC-PW,CURRENT,2.59238806,142.581,PW
34241,WPDS08065,FIREFLY DESTINATION 6 OZ. TIN KNOXVILLE OAK AND VANILLA,,B60-A-021,8,8,MC-PW,CURRENT,3.374,26.992,PW
34495,WPDS08066,FIREFLY CUSTOM 6 OZ. TIN WILSON TOBACCO WOOD,,B70-A-052,64,64,MC-PW,CURRENT,3.76375,240.88,PW
34496,WPDS08067,FIREFLY CUSTOM 6 OZ. TIN MINOCQUA UP NORTH,,B60-A-055,15,15,MC-PW,CURRENT,3.42,51.30,PW
34498,WPDS08068,FIREFLY CUSTOM 6 OZ. TIN MINOCQUA CITY OF LAKES,,B60-A-008,80,80,MC-PW,CURRENT,2.447625,195.81,PW
34500,WPDS08070,FIREFLY CUSTOM 6 OZ. TIN HUNTSVILLE SWEET TEA,,B70-A-048,6,6,MC-PW,CURRENT,3.55,21.30,PW
34503,WPDS08072,FIREFLY CUSTOM 6 OZ. TIN PINEHURST SUNSHINE AND PINE,,B70-A-034,67,67,MC-PW,CURRENT,2.61253731,175.04,PW
34504,WPDS08073,FIREFLY CUSTOM 6 OZ. TIN UNION COUNTY CORN AND COAL,,B70-A-046,7,7,MC-PW,CURRENT,2.01857143,14.13,PW
34505,WPDS08074,FIREFLY CUSTOM 6 OZ. TIN AUGUSTA MAGNOLIA,,B70-A-050,104,104,MC-PW,CURRENT,2.07153846,215.44,PW
34680,WPDS08076,FIREFLY CUSTOM 6 OZ. TIN LAKE MURRAY LAKE AIR,,B60-A-001,6,6,MC-PW,CURRENT,2.59,15.54,PW
34681,WPDS08077,FIREFLY CUSTOM 6 OZ. TIN MANCHESTER ON THE SQUARE,,B70-A-046,76,76,MC-PW,CURRENT,2.94789474,224.04,PW
35070,WPDS08080,FIREFLY CUSTOM 6 OZ. TIN COLUMBIA SMOKEY AMBERWOOD,,B70-A-047,100,100,MC-PW,CURRENT,3.302,330.20,PW
35073,WPDS08081,FIREFLY CUSTOM 6 OZ. TIN CLARKSVILLE TOBACCO BARN,,B70-A-026,71,71,MC-PW,CURRENT,2.82859155,200.83,PW
32652,WPDS14006T,FIREFLY DESTINATION 10 OZ. GLASS CANDLE NASHVILLE LEATHER AND WHISKEY TESTER,614253978810,B70-A-017,73,73,MC-PW,CURRENT,5.5039726,401.79,PW
34001,WPDS14007,FIREFLY CUSTOM 10 OZ. GLASS SAVANNAH PECAN PRALINES,700755545473,B70-A-041,32,32,MC-PW,CURRENT,5.36694444,171.742,PW
32405,WPDS14008,FIREFLY DESTINATION 10 OZ. GLASS CANDLE SOUTH CAROLINA SWEET PIPE TOBACCO GLASS,700755545480,B70-A-033,3,3,MC-PW,CURRENT,4.6688,14.006,PW
32653,WPDS14008T,FIREFLY DESTINATION 10 OZ. GLASS CANDLE SOUTH CAROLINA SWEET PIPE TOBACCO TESTER,614253978834,B70-A-031,52,52,MC-PW,CURRENT,5.1562069,268.123,PW
32654,WPDS14009T,FIREFLY DESTINATION 10 OZ. GLASS CANDLE ALABAMA RED VELVET CAKE TESTER,614253978841,B60-A-025,24,24,MC-PW,CURRENT,5.19529412,124.687,PW
32410,WPDS14013,FIREFLY DESTINATION 10 OZ. GLASS CANDLE OKLAHOMA SWEETGRASS AND CEDAR GLASS,700755545534,B60-A-012,64,64,MC-PW,CURRENT,5.27875,337.84,PW
32660,WPDS14016T,FIREFLY DESTINATION 10 OZ. GLASS CANDLE CALIFORNIA LEMON POPPY GLASS TESTER,614253978902,B70-A-007,20,20,MC-PW,CURRENT,5.34954545,106.991,PW
32661,WPDS14017T,FIREFLY DESTINATION 10 OZ. GLASS CANDLE ARKANSAS APPLE BLOSSOM GLASS TESTER,614253978919,B60-A-010,51,51,MC-PW,CURRENT,5.13538462,261.905,PW
32414,WPDS14018,FIREFLY DESTINATION 10 OZ. GLASS CANDLE VIRGINIA CHARDONNAY GLASS,700755545572,B50-A-045,54,54,MC-PW,CURRENT,5.12690909,276.853,PW
32726,WPDS14018T,FIREFLY DESTINATION 10 OZ. GLASS CANDLE VIRGINIA CHARDONNAY GLASS TESTER,614253978926,B60-A-016,41,41,MC-PW,CURRENT,5.47658537,224.54,PW
32415,WPDS14019,FIREFLY DESTINATION 10 OZ. GLASS CANDLE LOUISIANA BEIGNET GLASS,700755545589,B70-A-045,174,174,MC-PW,CURRENT,4.9865641,867.662,PW
32662,WPDS14019T,FIREFLY DESTINATION 10 OZ. GLASS CANDLE LOUISIANA BEIGNET GLASS TESTER,614253978933,B50-A-042,22,22,MC-PW,CURRENT,4.94615385,108.815,PW
32663,WPDS14020T,FIREFLY DESTINATION 10 OZ. GLASS CANDLE INDIANA HONEYSUCKLE GLASS TESTER,614253978940,B70-A-035,22,22,MC-PW,CURRENT,5.2128,114.682,PW
32399,WPDS14021,FIREFLY DESTINATION 10 OZ. GLASS CANDLE MISSOURI OSAGE CYPRESS,614253979107,B60-A-049,11,11,MC-PW,CURRENT,4.64157895,51.057,PW
32417,WPDS14022,FIREFLY DESTINATION 10 OZ. GLASS CANDLE MICHIGAN LAKE AIR GLASS,614253979114,B60-A-031,26,26,MC-PW,CURRENT,4.89730769,127.33,PW
32667,WPDS14025T,FIREFLY DESTINATION 10 OZ. GLASS CANDLE FRANKLIN MAGNOLIA GLASS TESTER,614253979206,B50-A-038,22,22,MC-PW,CURRENT,4.73692308,104.212,PW
32421,WPDS14026,FIREFLY DESTINATION 10 OZ. GLASS CANDLE MAIN STREET OAKMOSS SANDALWOOD GLASS,614253979152,B60-A-045,36,36,MC-PW,CURRENT,4.58527778,165.07,PW
32423,WPDS14028,FIREFLY DESTINATION 10 OZ. GLASS CANDLE KANSAS WILD SUNFLOWER GLASS,614253979718,B60-A-049,12,12,MC-PW,CURRENT,4.77783333,57.334,PW
32424,WPDS14029,FIREFLY DESTINATION 10 OZ. GLASS CANDLE NEBRASKA COTTONWOOD TREE GLASS,614253979725,B50-A-053,12,12,MC-PW,CURRENT,4.42121951,53.055,PW
32427,WPDS14032,FIREFLY DESTINATION 10 OZ. GLASS CANDLE NEW YORK AMERICAN ELM GLASS,614253979756,B50-A-055,12,12,MC-PW,CURRENT,4.5211828,54.254,PW
32677,WPDS14035T,FIREFLY DESTINATION 10 OZ. GLASS CANDLE ARIZONA CACTUS BLOSSOM GLASS TESTER,614253979879,B60-A-031,20,20,MC-PW,CURRENT,4.99333333,99.867,PW
32679,WPDS14037T,FIREFLY DESTINATION 10 OZ. GLASS CANDLE DELAWARE AMERICAN HOLLY GLASS TESTER,792834803260,B80-A-027,72,72,MC-PW,CURRENT,5.26847222,379.33,PW
32436,WPDS14041,FIREFLY DESTINATION 10 OZ. GLASS CANDLE MARYLAND BLACK EYED SUSAN GLASS,792834802843,B70-A-049,80,80,MC-PW,CURRENT,5.09284404,407.428,PW
32441,WPDS14046,FIREFLY DESTINATION 10 OZ. GLASS CANDLE NEW HAMPSHIRE APPLE CIDER GLASS,792834802898,B50-A-053,12,12,MC-PW,CURRENT,4.87102564,58.452,PW
32442,WPDS14047,FIREFLY DESTINATION 10 OZ. GLASS CANDLE NEW MEXICO TURQUOISE SKY GLASS,792834802904,B60-A-041,43,43,MC-PW,CURRENT,5.03883721,216.67,PW
32689,WPDS14047T,FIREFLY DESTINATION 10 OZ. GLASS CANDLE NEW MEXICO TURQUOISE SKY GLASS TESTER,792834803369,B60-A-037,18,18,MC-PW,CURRENT,5.14833333,92.67,PW
32443,WPDS14048,FIREFLY DESTINATION 10 OZ. GLASS CANDLE NORTH DAKOTA CHOKECHERRY JAM GLASS,792834802911,B50-A-053,60,60,MC-PW,CURRENT,4.96906977,298.144,PW
32690,WPDS14048T,FIREFLY DESTINATION 10 OZ. GLASS CANDLE NORTH DAKOTA CHOKECHERRY JAM GLASS TESTER,792834803376,B70-A-029,25,25,MC-PW,CURRENT,5.56481481,139.12,PW
32444,WPDS14050,FIREFLY DESTINATION 10 OZ. GLASS CANDLE RHODE ISLAND RED MAPLE GLASS,792834802935,B50-A-055,12,12,MC-PW,CURRENT,4.70809524,56.497,PW
32445,WPDS14051,FIREFLY DESTINATION 10 OZ. GLASS CANDLE SOUTH DAKOTA HONEY WHEATGRASS GLASS,792834802942,B50-A-055,3,3,MC-PW,CURRENT,4.60206897,13.806,PW
32449,WPDS14054,FIREFLY DESTINATION 10 OZ. GLASS CANDLE WASHINGTON APPLEWOOD GLASS,792834802973,B60-A-049,3,3,MC-PW,CURRENT,4.60954545,13.829,PW
32451,WPDS14056,FIREFLY DESTINATION 10 OZ. GLASS CANDLE WISCONSIN WOOD VIOLET GLASS,792834802997,B60-A-049,12,12,MC-PW,CURRENT,4.47492308,53.699,PW
32452,WPDS14057,FIREFLY DESTINATION 10 OZ. GLASS CANDLE WYOMING INDIAN PAINTBRUSH GLASS,792834803000,B60-A-049,4,4,MC-PW,CURRENT,4.655,18.62,PW
32697,WPDS14058T,FIREFLY DESTINATION 10 OZ. GLASS CANDLE WASHINGTON D.C. CHERRY BLOSSOM GLASS TESTER,792834803475,B60-A-012,16,16,MC-PW,CURRENT,5.22909091,83.665,PW
32697,WPDS14058T,FIREFLY DESTINATION 10 OZ. GLASS CANDLE WASHINGTON D.C. CHERRY BLOSSOM GLASS TESTER,792834803475,B70-A-043,28,28,MC-PW,CURRENT,5.22909091,146.415,PW
34000,WPDS14061,FIREFLY CUSTOM 10 OZ. GLASS ATLANTA SANTAL,,B50-A-038,35,35,MC-PW,CURRENT,5.62846154,196.996,PW
34002,WPDS14063,FIREFLY CUSTOM 10 OZ. GLASS NOLENSVILLE AMBER VANILLA,,B50-A-083,174,174,MC-PW,CURRENT,4.79903409,835.032,PW
34259,WPDS14063T,FIREFLY CUSTOM 10 OZ. GLASS NOLENSVILLE AMBER VANILLA TESTER,,B60-A-034,21,21,MC-PW,CURRENT,5.86333333,123.13,PW
34260,WPDS14064,FIREFLY CUSTOM 10 OZ. GLASS CHICAGO SANTO NOIR,,B60-A-048,32,32,MC-PW,CURRENT,5.19066667,166.101,PW
34265,WPDS14065,FIREFLY CUSTOM 10 OZ. GLASS MURFREESBORO CYPRESS SEA AIR,,B60-A-021,68,68,MC-PW,CURRENT,5.203625,353.847,PW
34275,WPDS14066,FIREFLY CUSTOM 10 OZ. GLASS KNOXVILLE OAK AND VANILLA,,B50-A-005,8,8,MC-PW,CURRENT,5.5025,44.02,PW
34464,WPDS14067,FIREFLY CUSTOM 10 OZ. GLASS PENSACOLA SEA SALT AND OAK,,B60-A-042,12,12,MC-PW,CURRENT,4.66851852,56.022,PW
34464,WPDS14067,FIREFLY CUSTOM 10 OZ. GLASS PENSACOLA SEA SALT AND OAK,,B70-A-034,42,42,MC-PW,CURRENT,4.66851852,196.078,PW
34486,WPDS14070,FIREFLY CUSTOM 10 OZ. GLASS THE WREATH STAND,,B70-A-039,20,20,MC-PW,CURRENT,4.750625,95.013,PW
34489,WPDS14071,FIREFLY CUSTOM 10 OZ. GLASS SANCTUARY SOUTH,,B70-A-039,2,2,MC-PW,CURRENT,5.805,11.61,PW
35023,WPDS14074T,FIREFLY CUSTOM 12 OZ. GLASS MEMPHIS SWEET TEA TESTER,,B70-A-013,23,23,MC-PW,CURRENT,5.24478261,120.63,PW
36232,WPDS14077,FIREFLY CUSTOM 12 OZ. GLASS ARLINGTON HARDWARE LOCAL GIRL,,B60-A-018,142,142,MC-PW,CUSTOM FIREFLY,5.20169014,738.64,PW
36534,WPDS14078,FIREFLY CUSTOM 12 OZ. GLASS CAPE CHARLES SEA SALT,,B60-A-036,58,58,MC-PW,CUSTOM FIREFLY,4.99810345,289.89,PW
32584,WPDSD0806,FIREFLY DESTINATION 7 OZ. REED DIFFUSER NASHVILLE LEATHER AND WHISKEY,614253979312,B50-A-052,20,20,MC-PW,DISCONTINUED 6.15.20,8.22125,164.425,PW
32601,WPDSD0810,FIREFLY DESTINATION 7 OZ. REED DIFFUSER TEXAS CEDAR AND LEATHER,614253979350,B50-A-042,38,38,MC-PW,DISCONTINUED 6.15.20,8.48315789,322.36,PW
32591,WPDSD0814,FIREFLY DESTINATION 7 OZ. REED DIFFUSER NORTH CAROLINA SEA SALT AND OAK,614253979398,B60-A-027,20,20,MC-PW,DISCONTINUED 6.15.20,8.4145,168.29,PW
32559,WPDSD0817,FIREFLY DESTINATION 7 OZ. REED DIFFUSER ARKANSAS APPLE BLOSSOM,614253979411,B50-A-054,48,48,MC-PW,DISCONTINUED 6.15.20,8.54875,410.34,PW
32607,WPDSD0855,FIREFLY DESTINATION 7 OZ. REED DIFFUSER WEST VIRGINIA MOUNTAIN MAPLE,792834803215,B70-A-023,28,28,MC-PW,DISCONTINUED 6.15.20,10.314,288.792,PW
32630,WPHC03005,FIREFLY HOLIDAY 3 OZ. WAX MELTS TREE FARM,792834803703,B60-A-027,44,44,MC-PW,DISCONTINUED 6.15.20,1.95717391,86.116,PW
32536,WPHC08007,FIREFLY HOLIDAY 6 OZ. TIN GILDED FIG,700755545756,B60-A-017,64,64,MC-PW,CURRENT,2.93966667,188.139,PW
32535,WPHC08008,FIREFLY HOLIDAY 6 OZ. TIN COZY CHRISTMAS,700755545749,B60-A-031,70,70,MC-PW,CURRENT,2.94780488,206.346,PW
32454,WPHC14004,FIREFLY HOLIDAY 10 OZ. GLASS CANDLE SUGAR CANE COOKIE,614253979015,B50-A-001,1,1,MC-PW,CURRENT,4.735,4.735,PW
32457,WPHC14007,FIREFLY HOLIDAY 10 OZ. GLASS CANDLE GILDED FIG,614253979008,B60-A-006,160,160,MC-PW,CURRENT,5.31105882,849.769,PW
32384,WPSD04001,FIREFLY SOUTHERN DIRECTION 4 OZ. ROOM SPRAY MAHOGANY TEAKWOOD,700755545695,B70-A-033,22,22,MC-PW,DISCONTINUED 6.15.20,2.43636364,53.60,PW
32383,WPSD04002,FIREFLY SOUTHERN DIRECTION 4 OZ. ROOM SPRAY CARIBBEAN DRIFTWOOD,700755545701,B60-A-046,73,73,MC-PW,DISCONTINUED 6.15.20,4.01901099,293.388,PW
32385,WPSD04003,FIREFLY SOUTHERN DIRECTION 4 OZ. ROOM SPRAY TOBACCO BARN,700755545718,B60-A-041,38,38,MC-PW,DISCONTINUED 6.15.20,2.71526316,103.18,PW
32382,WPSD04004,FIREFLY SOUTHERN DIRECTION 4 OZ. ROOM SPRAY CAMPFIRE,614253980196,B70-A-039,106,106,MC-PW,DISCONTINUED 6.15.20,3.22336207,341.676,PW
32544,WPSD08003,FIREFLY SOUTHERN DIRECTION 6 OZ. TIN TOBACCO BARN,614253980318,B60-A-017,75,75,MC-PW,CURRENT,2.94,220.50,PW
32541,WPSD08004,FIREFLY SOUTHERN DIRECTION 6 OZ. TIN CAMPFIRE,614253980325,B70-A-019,55,55,MC-PW,CURRENT,2.92616667,160.939,PW
32702,WPSD14001T,FIREFLY SOUTHERN DIRECTION 10 OZ. GLASS CANDLE MAHOGANY TEAKWOOD TESTER,614253978957,B60-A-026,14,14,MC-PW,CURRENT,4.60428571,64.46,PW
32460,WPSD14002,FIREFLY SOUTHERN DIRECTION 10 OZ. GLASS CANDLE CARIBBEAN DRIFTWOOD,700755545664,B60-A-035,195,195,MC-PW,CURRENT,4.36859296,851.876,PW
32703,WPSD14002T,FIREFLY SOUTHERN DIRECTION 10 OZ. GLASS CANDLE CARIBBEAN DRIFTWOOD TESTER,614253978964,B60-A-038,50,50,MC-PW,CURRENT,4.179,208.95,PW
32704,WPSD14003T,FIREFLY SOUTHERN DIRECTION 10 OZ. GLASS CANDLE TOBACCO BARN TESTER,614253978971,B70-A-027,12,12,MC-PW,CURRENT,3.96230769,47.548,PW
32705,WPSD14004T,FIREFLY SOUTHERN DIRECTION 10 OZ. GLASS CANDLE CAMPFIRE TESTER,614253978988,B60-A-043,26,26,MC-PW,CURRENT,4.38888889,114.111,PW
32612,WPSDD0801,FIREFLY SOUTHERN DIRECTION 7 OZ. REED DIFFUSER MOHOGANY TEAKWOOD,614253979510,B70-A-042,266,266,MC-PW,CURRENT,7.96007519,2117.38,PW
32611,WPSDD0802,FIREFLY SOUTHERN DIRECTION 7 OZ. REED DIFFUSER CARIBBEAN DRIFTWOOD,614253979527,B70-A-054,147,147,MC-PW,CURRENT,7.81136054,1148.27,PW
32613,WPSDD0803,FIREFLY SOUTHERN DIRECTION 7 OZ. REED DIFFUSER TOBACCO BARN,614253979534,B70-A-044,89,89,MC-PW,CURRENT,7.72191011,687.25,PW
32610,WPSDD0804,FIREFLY SOUTHERN DIRECTION 7 OZ. REED DIFFUSER CAMPFIRE,614253979541,B70-A-048,40,40,MC-PW,CURRENT,7.57925,303.17,PW
